city,city_tier,platform_type,month_of_year,shield_score,daily_earnings,weekly_earnings,renewal_count,historical_payout_count,claim_frequency,flood_risk_score,aqi_risk_score,heat_risk_score,rainfall_risk_score,traffic_disruption_risk,social_disruption_risk,historical_disruption_freq,is_monsoon,is_heat_season,is_holiday_period,weekly_premium
Pune,Tier 2,Domestic Worker,7,63,873.0,5238.0,3,3,1.0,0.492,0.389,0.513,0.513,0.487,0.113,0.136,1,0,0,96
Indore,Tier 3,Construction Worker,8,68,450.0,2700.0,8,4,0.5,0.55,0.481,0.599,0.559,0.537,0.314,0.084,1,0,0,77
Patna,Tier 3,Last-Mile Logistics,8,87,734.0,4404.0,21,6,0.286,0.643,0.634,0.404,0.667,0.15,0.056,0.27,1,0,0,65
Bhopal,Tier 3,Domestic Worker,5,73,631.0,3786.0,4,7,1.75,0.488,0.536,0.482,0.463,0.404,0.36,0.142,0,1,0,70
Chennai,Tier 1,Delivery Partner,5,76,993.0,5958.0,15,7,0.467,0.433,0.441,0.286,0.444,0.407,0.192,0.23,0,1,0,94
Ahmedabad,Tier 2,Construction Worker,3,70,926.0,5556.0,0,1,1.0,0.358,0.52,0.413,0.356,0.252,0.164,0.057,0,0,0,63
Delhi,Tier 1,Delivery Partner,8,83,684.0,4104.0,21,0,0.0,0.212,0.647,0.316,0.203,0.285,0.295,0.138,1,0,0,92
Kolkata,Tier 1,Gig Driver,10,50,494.0,2964.0,21,5,0.238,0.283,0.581,0.403,0.267,0.182,0.256,0.294,0,0,1,78
Hyderabad,Tier 1,Last-Mile Logistics,10,85,537.0,3222.0,19,1,0.053,0.278,0.405,0.442,0.29,0.508,0.283,0.299,0,0,1,67
Bangalore,Tier 1,Construction Worker,9,61,1178.0,7068.0,24,7,0.292,0.379,0.609,0.253,0.377,0.471,0.031,0.22,1,0,0,114
Coimbatore,Tier 3,Grocery Rider,5,68,589.0,3534.0,21,7,0.333,0.471,0.478,0.558,0.448,0.239,0.359,0.19,0,1,0,62
Bhopal,Tier 3,Domestic Worker,5,90,1128.0,6768.0,17,5,0.294,0.406,0.562,0.553,0.397,0.486,0.389,0.333,0,1,0,70
Muzaffarpur,Tier 4,Domestic Worker,1,61,1166.0,6996.0,24,0,0.0,0.565,0.252,0.627,0.537,0.234,0.352,0.099,0,0,1,49
Indore,Tier 3,Delivery Partner,7,70,886.0,5316.0,14,5,0.357,0.431,0.568,0.557,0.473,0.215,0.327,0.12,1,0,0,73
Patna,Tier 3,Gig Driver,8,63,492.0,2952.0,1,0,0.0,0.579,0.504,0.444,0.557,0.427,0.094,0.105,1,0,0,73
Kolkata,Tier 1,Domestic Worker,11,71,743.0,4458.0,24,4,0.167,0.258,0.413,0.357,0.311,0.458,0.344,0.053,0,0,1,75
Kolkata,Tier 1,Gig Driver,7,71,1192.0,7152.0,4,4,1.0,0.263,0.518,0.338,0.272,0.521,0.299,0.348,1,0,0,115
Patna,Tier 3,Gig Driver,2,63,472.0,2832.0,18,7,0.389,0.649,0.588,0.575,0.625,0.374,0.377,0.1,0,0,0,71
Muzaffarpur,Tier 4,Construction Worker,9,62,1034.0,6204.0,18,7,0.389,0.466,0.22,0.525,0.471,0.303,0.018,0.337,1,0,0,49
Bhopal,Tier 3,Domestic Worker,3,78,590.0,3540.0,16,0,0.0,0.466,0.573,0.505,0.449,0.504,0.193,0.246,0,0,0,61
Patna,Tier 3,Last-Mile Logistics,8,73,654.0,3924.0,18,6,0.333,0.532,0.645,0.592,0.514,0.447,0.377,0.238,1,0,0,80
Bareilly,Tier 4,Construction Worker,6,77,484.0,2904.0,24,4,0.167,0.668,0.329,0.546,0.607,0.29,0.361,0.056,1,1,0,53
Surat,Tier 2,Delivery Partner,1,81,716.0,4296.0,18,0,0.0,0.357,0.495,0.416,0.338,0.109,0.244,0.326,0,0,1,57
Hyderabad,Tier 1,Last-Mile Logistics,6,69,696.0,4176.0,23,0,0.0,0.402,0.467,0.471,0.367,0.57,0.224,0.248,1,1,0,114
Surat,Tier 2,Gig Driver,2,86,533.0,3198.0,13,5,0.385,0.262,0.449,0.513,0.311,0.359,0.229,0.089,0,0,0,53
Nagpur,Tier 2,Gig Driver,6,77,925.0,5550.0,1,3,3.0,0.367,0.591,0.52,0.395,0.286,0.247,0.223,1,1,0,93
Ahmedabad,Tier 2,Grocery Rider,11,52,726.0,4356.0,9,1,0.111,0.393,0.457,0.366,0.43,0.366,0.027,0.16,0,0,1,60
Bangalore,Tier 1,Last-Mile Logistics,2,75,659.0,3954.0,10,2,0.2,0.435,0.419,0.49,0.416,0.105,0.174,0.158,0,0,0,77
Mumbai,Tier 1,Domestic Worker,6,89,1074.0,6444.0,1,7,7.0,0.3,0.507,0.287,0.275,0.421,0.026,0.27,1,1,0,91
Indore,Tier 3,Domestic Worker,9,55,832.0,4992.0,13,4,0.308,0.446,0.56,0.6,0.448,0.174,0.29,0.106,1,0,0,75
Mumbai,Tier 1,Construction Worker,8,70,763.0,4578.0,18,0,0.0,0.413,0.577,0.258,0.401,0.535,0.007,0.214,1,0,0,112
Surat,Tier 2,Gig Driver,10,81,1008.0,6048.0,12,5,0.417,0.431,0.523,0.505,0.452,0.301,0.189,0.265,0,0,1,79
Gorakhpur,Tier 4,Delivery Partner,8,67,674.0,4044.0,3,3,1.0,0.683,0.345,0.495,0.681,0.595,0.329,0.274,1,0,0,68
Surat,Tier 2,Gig Driver,9,76,821.0,4926.0,24,5,0.208,0.472,0.432,0.316,0.472,0.235,0.286,0.337,1,0,0,77
Kolkata,Tier 1,Domestic Worker,5,80,762.0,4572.0,11,6,0.545,0.393,0.611,0.428,0.404,0.413,0.28,0.126,0,1,0,106
Pune,Tier 2,Gig Driver,11,94,990.0,5940.0,2,8,4.0,0.416,0.487,0.52,0.419,0.131,0.338,0.252,0,0,1,66
Pune,Tier 2,Last-Mile Logistics,5,76,1059.0,6354.0,1,4,4.0,0.427,0.383,0.467,0.473,0.313,0.165,0.183,0,1,0,76
Gorakhpur,Tier 4,Gig Driver,4,90,562.0,3372.0,19,1,0.053,0.617,0.362,0.675,0.638,0.569,0.348,0.311,0,1,0,58
Gorakhpur,Tier 4,Delivery Partner,10,52,445.0,2670.0,10,4,0.4,0.619,0.282,0.567,0.625,0.556,0.33,0.185,0,0,1,52
Bangalore,Tier 1,Domestic Worker,9,55,698.0,4188.0,15,6,0.4,0.228,0.643,0.393,0.218,0.276,0.219,0.21,1,0,0,97
Pune,Tier 2,Last-Mile Logistics,2,73,510.0,3060.0,20,4,0.2,0.26,0.445,0.456,0.245,0.257,0.167,0.098,0,0,0,51
Agra,Tier 3,Last-Mile Logistics,7,61,437.0,2622.0,21,8,0.381,0.53,0.512,0.424,0.519,0.558,0.29,0.295,1,0,0,70
Surat,Tier 2,Grocery Rider,7,78,692.0,4152.0,12,4,0.333,0.295,0.522,0.549,0.312,0.462,0.198,0.18,1,0,0,88
Bareilly,Tier 4,Domestic Worker,8,73,694.0,4164.0,21,8,0.381,0.637,0.419,0.671,0.596,0.548,0.137,0.143,1,0,0,60
Kolkata,Tier 1,Delivery Partner,11,60,442.0,2652.0,22,8,0.364,0.293,0.58,0.332,0.327,0.43,0.293,0.319,0,0,1,80
Kolkata,Tier 1,Domestic Worker,8,57,655.0,3930.0,6,7,1.167,0.308,0.578,0.253,0.309,0.49,0.268,0.27,1,0,0,102
Jaipur,Tier 2,Construction Worker,9,78,946.0,5676.0,19,6,0.316,0.36,0.596,0.442,0.344,0.246,0.277,0.327,1,0,0,90
Gorakhpur,Tier 4,Construction Worker,11,62,928.0,5568.0,1,8,8.0,0.532,0.419,0.477,0.483,0.204,0.114,0.084,0,0,1,49
Pune,Tier 2,Last-Mile Logistics,8,89,580.0,3480.0,4,3,0.75,0.31,0.494,0.44,0.356,0.479,0.268,0.185,1,0,0,72
Hyderabad,Tier 1,Construction Worker,11,75,1192.0,7152.0,24,4,0.167,0.405,0.411,0.33,0.422,0.461,0.22,0.286,0,0,1,93
Indore,Tier 3,Gig Driver,6,61,443.0,2658.0,2,3,1.5,0.543,0.622,0.482,0.55,0.126,0.04,0.261,1,1,0,62
Indore,Tier 3,Last-Mile Logistics,5,89,1065.0,6390.0,20,2,0.1,0.613,0.493,0.522,0.625,0.487,0.314,0.118,0,1,0,72
Jaipur,Tier 2,Construction Worker,10,76,993.0,5958.0,7,6,0.857,0.33,0.376,0.479,0.327,0.183,0.059,0.144,0,0,1,52
Ahmedabad,Tier 2,Delivery Partner,3,51,417.0,2502.0,6,0,0.0,0.274,0.423,0.465,0.256,0.38,0.048,0.113,0,0,0,57
Ahmedabad,Tier 2,Last-Mile Logistics,8,66,1065.0,6390.0,15,8,0.533,0.275,0.386,0.377,0.324,0.253,0.163,0.14,1,0,0,77
Indore,Tier 3,Gig Driver,11,89,927.0,5562.0,1,3,3.0,0.529,0.472,0.561,0.492,0.307,0.252,0.285,0,0,1,57
Kolkata,Tier 1,Last-Mile Logistics,3,85,519.0,3114.0,0,4,4.0,0.287,0.411,0.43,0.354,0.232,0.035,0.193,0,0,0,64
Jaipur,Tier 2,Construction Worker,9,73,437.0,2622.0,5,0,0.0,0.494,0.557,0.333,0.537,0.325,0.149,0.188,1,0,0,84
Bhopal,Tier 3,Delivery Partner,1,77,447.0,2682.0,2,5,2.5,0.639,0.487,0.586,0.639,0.194,0.068,0.311,0,0,1,55
Bareilly,Tier 4,Last-Mile Logistics,2,93,803.0,4818.0,13,5,0.385,0.632,0.32,0.522,0.605,0.53,0.187,0.114,0,0,0,49
Bangalore,Tier 1,Gig Driver,12,61,590.0,3540.0,4,3,0.75,0.373,0.595,0.31,0.361,0.254,0.239,0.102,0,0,1,80
Chennai,Tier 1,Domestic Worker,12,75,1023.0,6138.0,16,1,0.062,0.325,0.491,0.358,0.331,0.58,0.307,0.112,0,0,1,92
Agra,Tier 3,Construction Worker,10,82,890.0,5340.0,24,8,0.333,0.517,0.653,0.592,0.516,0.527,0.3,0.284,0,0,1,62
Jaipur,Tier 2,Gig Driver,2,78,1018.0,6108.0,7,1,0.143,0.482,0.366,0.457,0.448,0.352,0.062,0.088,0,0,0,67
Surat,Tier 2,Last-Mile Logistics,10,62,658.0,3948.0,23,6,0.261,0.292,0.585,0.38,0.296,0.52,0.259,0.263,0,0,1,68
Ahmedabad,Tier 2,Gig Driver,4,78,566.0,3396.0,4,1,0.25,0.497,0.558,0.447,0.514,0.424,0.023,0.115,0,1,0,79
Kolkata,Tier 1,Grocery Rider,5,72,703.0,4218.0,14,6,0.429,0.391,0.531,0.253,0.426,0.466,0.066,0.337,0,1,0,93
Jaipur,Tier 2,Domestic Worker,1,69,492.0,2952.0,15,8,0.533,0.401,0.444,0.388,0.444,0.105,0.319,0.221,0,0,1,52
Nagpur,Tier 2,Construction Worker,2,72,444.0,2664.0,10,8,0.8,0.263,0.571,0.51,0.271,0.409,0.196,0.34,0,0,0,63
Indore,Tier 3,Gig Driver,11,78,967.0,5802.0,7,4,0.571,0.641,0.593,0.421,0.637,0.443,0.088,0.168,0,0,1,63
Hyderabad,Tier 1,Last-Mile Logistics,8,51,700.0,4200.0,22,5,0.227,0.233,0.635,0.438,0.21,0.483,0.296,0.053,1,0,0,116
Lucknow,Tier 2,Delivery Partner,11,87,762.0,4572.0,19,0,0.0,0.444,0.456,0.338,0.497,0.221,0.287,0.093,0,0,1,54
Delhi,Tier 1,Construction Worker,11,64,554.0,3324.0,7,4,0.571,0.312,0.439,0.39,0.347,0.131,0.348,0.106,0,0,1,62
Muzaffarpur,Tier 4,Gig Driver,5,80,775.0,4650.0,20,5,0.25,0.575,0.232,0.651,0.579,0.168,0.15,0.293,0,1,0,49
Chennai,Tier 1,Domestic Worker,4,60,698.0,4188.0,14,6,0.429,0.261,0.529,0.461,0.279,0.317,0.362,0.223,0,1,0,94
Mumbai,Tier 1,Gig Driver,5,52,886.0,5316.0,9,1,0.111,0.344,0.499,0.498,0.398,0.475,0.215,0.189,0,1,0,110
Ahmedabad,Tier 2,Last-Mile Logistics,4,65,1019.0,6114.0,5,7,1.4,0.363,0.571,0.337,0.378,0.423,0.207,0.317,0,1,0,82
Surat,Tier 2,Construction Worker,7,59,987.0,5922.0,1,4,4.0,0.351,0.507,0.492,0.371,0.37,0.035,0.173,1,0,0,94
Bangalore,Tier 1,Gig Driver,8,49,1121.0,6726.0,23,6,0.261,0.427,0.605,0.344,0.456,0.298,0.093,0.153,1,0,0,127
Surat,Tier 2,Construction Worker,7,69,769.0,4614.0,3,2,0.667,0.489,0.428,0.526,0.463,0.195,0.208,0.252,1,0,0,86
Jaipur,Tier 2,Domestic Worker,2,48,970.0,5820.0,11,6,0.545,0.378,0.39,0.524,0.369,0.466,0.312,0.339,0,0,0,75
Bareilly,Tier 4,Construction Worker,9,100,668.0,4008.0,23,5,0.217,0.62,0.316,0.559,0.644,0.125,0.353,0.306,1,0,0,51
Coimbatore,Tier 3,Construction Worker,1,32,689.0,4134.0,24,0,0.0,0.649,0.478,0.548,0.652,0.567,0.312,0.243,0,0,1,75
Kolkata,Tier 1,Construction Worker,8,68,511.0,3066.0,20,2,0.1,0.42,0.587,0.439,0.443,0.354,0.06,0.149,1,0,0,102
Mumbai,Tier 1,Gig Driver,4,77,528.0,3168.0,20,4,0.2,0.376,0.573,0.365,0.352,0.257,0.128,0.26,0,1,0,82
Surat,Tier 2,Domestic Worker,2,63,975.0,5850.0,3,2,0.667,0.417,0.537,0.347,0.391,0.218,0.146,0.288,0,0,0,70
Ahmedabad,Tier 2,Domestic Worker,12,75,447.0,2682.0,24,2,0.083,0.253,0.525,0.37,0.261,0.373,0.041,0.243,0,0,1,54
Bareilly,Tier 4,Construction Worker,7,85,1067.0,6402.0,10,7,0.7,0.493,0.433,0.583,0.536,0.204,0.242,0.171,1,0,0,54
Bhopal,Tier 3,Construction Worker,3,78,796.0,4776.0,8,2,0.25,0.628,0.544,0.455,0.626,0.412,0.176,0.196,0,0,0,65
Gorakhpur,Tier 4,Last-Mile Logistics,5,69,1180.0,7080.0,6,1,0.167,0.632,0.429,0.526,0.643,0.457,0.118,0.215,0,1,0,64
Indore,Tier 3,Last-Mile Logistics,3,67,1062.0,6372.0,12,6,0.5,0.608,0.663,0.601,0.596,0.291,0.333,0.197,0,0,0,82
Gorakhpur,Tier 4,Grocery Rider,1,72,513.0,3078.0,0,8,8.0,0.623,0.284,0.515,0.656,0.488,0.315,0.237,0,0,1,49
Bareilly,Tier 4,Construction Worker,4,77,879.0,5274.0,2,7,3.5,0.69,0.248,0.686,0.661,0.364,0.049,0.212,0,1,0,58
Pune,Tier 2,Last-Mile Logistics,12,85,573.0,3438.0,5,0,0.0,0.376,0.592,0.537,0.407,0.499,0.071,0.266,0,0,1,69
Patna,Tier 3,Domestic Worker,7,62,491.0,2946.0,19,4,0.211,0.427,0.631,0.435,0.431,0.278,0.22,0.262,1,0,0,65
Hyderabad,Tier 1,Delivery Partner,6,74,771.0,4626.0,5,1,0.2,0.299,0.615,0.333,0.295,0.472,0.144,0.304,1,1,0,112
Mumbai,Tier 1,Construction Worker,9,86,436.0,2616.0,13,7,0.538,0.296,0.486,0.454,0.363,0.33,0.33,0.26,1,0,0,83
Bhopal,Tier 3,Delivery Partner,4,74,828.0,4968.0,22,3,0.136,0.404,0.513,0.63,0.456,0.499,0.393,0.292,0,1,0,72
Pune,Tier 2,Last-Mile Logistics,5,72,1078.0,6468.0,23,7,0.304,0.465,0.504,0.532,0.469,0.545,0.182,0.133,0,1,0,96
Patna,Tier 3,Grocery Rider,7,69,803.0,4818.0,6,3,0.5,0.482,0.616,0.649,0.436,0.55,0.002,0.159,1,0,0,84
Lucknow,Tier 2,Construction Worker,11,78,440.0,2640.0,6,6,1.0,0.388,0.424,0.333,0.426,0.209,0.089,0.133,0,0,1,49
Kolkata,Tier 1,Gig Driver,3,93,414.0,2484.0,0,4,4.0,0.26,0.508,0.333,0.322,0.494,0.25,0.151,0,0,0,69
Jaipur,Tier 2,Grocery Rider,10,81,876.0,5256.0,14,3,0.214,0.446,0.537,0.443,0.433,0.473,0.083,0.284,0,0,1,75
Nagpur,Tier 2,Domestic Worker,11,78,778.0,4668.0,20,7,0.35,0.298,0.375,0.486,0.357,0.425,0.058,0.33,0,0,1,59
Bangalore,Tier 1,Delivery Partner,8,71,876.0,5256.0,4,5,1.25,0.394,0.584,0.492,0.366,0.39,0.277,0.317,1,0,0,124
Patna,Tier 3,Construction Worker,4,87,742.0,4452.0,22,6,0.273,0.506,0.513,0.605,0.554,0.228,0.022,0.295,0,1,0,59
Indore,Tier 3,Construction Worker,10,77,602.0,3612.0,8,1,0.125,0.418,0.573,0.421,0.402,0.163,0.09,0.082,0,0,1,49
Chennai,Tier 1,Domestic Worker,1,83,942.0,5652.0,1,5,5.0,0.355,0.576,0.457,0.407,0.421,0.356,0.211,0,0,1,94
Ahmedabad,Tier 2,Gig Driver,6,79,833.0,4998.0,19,0,0.0,0.477,0.36,0.399,0.524,0.225,0.377,0.336,1,1,0,79
Mumbai,Tier 1,Last-Mile Logistics,9,73,918.0,5508.0,19,6,0.316,0.417,0.594,0.408,0.474,0.443,0.39,0.067,1,0,0,131
Lucknow,Tier 2,Gig Driver,11,70,708.0,4248.0,11,2,0.182,0.446,0.39,0.544,0.433,0.314,0.11,0.224,0,0,1,63
Muzaffarpur,Tier 4,Delivery Partner,10,62,588.0,3528.0,5,4,0.8,0.648,0.223,0.559,0.586,0.273,0.28,0.077,0,0,1,49
Kolkata,Tier 1,Domestic Worker,8,65,404.0,2424.0,10,7,0.7,0.302,0.557,0.333,0.355,0.458,0.14,0.27,1,0,0,90
Hyderabad,Tier 1,Delivery Partner,6,67,798.0,4788.0,22,8,0.364,0.336,0.475,0.417,0.367,0.389,0.046,0.193,1,1,0,93
Indore,Tier 3,Grocery Rider,5,70,1137.0,6822.0,3,5,1.667,0.52,0.453,0.51,0.55,0.49,0.205,0.125,0,1,0,69
Delhi,Tier 1,Grocery Rider,8,100,1200.0,7200.0,8,5,0.625,0.361,0.574,0.373,0.36,0.506,0.198,0.348,1,0,0,111
Indore,Tier 3,Last-Mile Logistics,5,63,946.0,5676.0,19,4,0.211,0.412,0.513,0.488,0.445,0.347,0.011,0.235,0,1,0,62
Agra,Tier 3,Last-Mile Logistics,7,81,800.0,4800.0,5,5,1.0,0.577,0.505,0.59,0.591,0.552,0.014,0.184,1,0,0,77
Bhopal,Tier 3,Grocery Rider,9,64,728.0,4368.0,21,7,0.333,0.636,0.559,0.646,0.578,0.459,0.232,0.2,1,0,0,88
Delhi,Tier 1,Grocery Rider,3,75,607.0,3642.0,1,3,3.0,0.425,0.507,0.454,0.421,0.525,0.255,0.092,0,0,0,94
Kolkata,Tier 1,Delivery Partner,8,58,730.0,4380.0,8,2,0.25,0.243,0.406,0.303,0.272,0.341,0.201,0.124,1,0,0,84
Coimbatore,Tier 3,Gig Driver,2,85,686.0,4116.0,15,0,0.0,0.62,0.611,0.578,0.586,0.1,0.346,0.297,0,0,0,63
Coimbatore,Tier 3,Last-Mile Logistics,12,68,929.0,5574.0,17,7,0.412,0.563,0.665,0.435,0.55,0.149,0.156,0.055,0,0,1,59
Coimbatore,Tier 3,Gig Driver,2,72,1080.0,6480.0,23,2,0.087,0.415,0.507,0.465,0.412,0.501,0.155,0.111,0,0,0,63
Chennai,Tier 1,Last-Mile Logistics,2,68,981.0,5886.0,6,4,0.667,0.371,0.434,0.286,0.409,0.461,0.151,0.073,0,0,0,87
Kolkata,Tier 1,Grocery Rider,12,60,483.0,2898.0,16,4,0.25,0.424,0.546,0.484,0.416,0.439,0.082,0.236,0,0,1,85
Gorakhpur,Tier 4,Construction Worker,10,73,1142.0,6852.0,6,0,0.0,0.533,0.282,0.55,0.55,0.383,0.37,0.058,0,0,1,53
Agra,Tier 3,Domestic Worker,3,60,544.0,3264.0,13,1,0.077,0.528,0.576,0.434,0.495,0.304,0.164,0.145,0,0,0,58
Ahmedabad,Tier 2,Gig Driver,11,74,939.0,5634.0,3,5,1.667,0.267,0.379,0.529,0.303,0.522,0.359,0.184,0,0,1,71
Mumbai,Tier 1,Last-Mile Logistics,11,60,533.0,3198.0,21,1,0.048,0.311,0.485,0.367,0.323,0.422,0.375,0.082,0,0,1,77
Patna,Tier 3,Last-Mile Logistics,10,91,572.0,3432.0,3,5,1.667,0.607,0.681,0.559,0.557,0.548,0.317,0.275,0,0,1,64
Hyderabad,Tier 1,Delivery Partner,2,67,862.0,5172.0,14,7,0.5,0.266,0.565,0.402,0.25,0.428,0.37,0.098,0,0,0,87
Coimbatore,Tier 3,Construction Worker,5,51,768.0,4608.0,19,0,0.0,0.472,0.539,0.407,0.523,0.412,0.2,0.165,0,1,0,69
Surat,Tier 2,Delivery Partner,11,45,688.0,4128.0,19,7,0.368,0.366,0.419,0.345,0.385,0.521,0.061,0.06,0,0,1,65
Surat,Tier 2,Construction Worker,12,76,1143.0,6858.0,18,2,0.111,0.361,0.596,0.374,0.349,0.419,0.151,0.238,0,0,1,78
Pune,Tier 2,Delivery Partner,11,83,621.0,3726.0,9,5,0.556,0.263,0.578,0.521,0.334,0.458,0.273,0.218,0,0,1,62
Delhi,Tier 1,Construction Worker,2,69,632.0,3792.0,17,6,0.353,0.423,0.443,0.481,0.433,0.458,0.044,0.131,0,0,0,83
Bangalore,Tier 1,Gig Driver,5,60,503.0,3018.0,5,3,0.6,0.258,0.561,0.364,0.288,0.161,0.321,0.285,0,1,0,77
Patna,Tier 3,Delivery Partner,1,71,455.0,2730.0,6,2,0.333,0.598,0.634,0.625,0.562,0.328,0.074,0.161,0,0,1,60
Patna,Tier 3,Gig Driver,5,63,972.0,5832.0,20,2,0.1,0.536,0.657,0.468,0.573,0.599,0.368,0.283,0,1,0,85
Chennai,Tier 1,Last-Mile Logistics,8,75,552.0,3312.0,13,4,0.308,0.369,0.578,0.496,0.386,0.236,0.273,0.344,1,0,0,109
Bareilly,Tier 4,Grocery Rider,6,65,834.0,5004.0,21,1,0.048,0.493,0.206,0.534,0.53,0.122,0.172,0.279,1,1,0,49
Nagpur,Tier 2,Domestic Worker,4,79,428.0,2568.0,15,7,0.467,0.436,0.511,0.362,0.443,0.165,0.349,0.157,0,1,0,66
Patna,Tier 3,Gig Driver,5,59,565.0,3390.0,18,6,0.333,0.648,0.638,0.64,0.613,0.182,0.201,0.198,0,1,0,76
Bangalore,Tier 1,Gig Driver,6,78,689.0,4134.0,19,2,0.105,0.247,0.483,0.391,0.295,0.341,0.21,0.092,1,1,0,84
Indore,Tier 3,Construction Worker,7,98,1196.0,7176.0,2,0,0.0,0.649,0.664,0.416,0.679,0.406,0.32,0.172,1,0,0,89
Agra,Tier 3,Last-Mile Logistics,8,67,517.0,3102.0,21,3,0.143,0.489,0.664,0.409,0.455,0.163,0.161,0.349,1,0,0,59
Hyderabad,Tier 1,Gig Driver,9,68,1132.0,6792.0,20,8,0.4,0.421,0.408,0.438,0.444,0.484,0.198,0.347,1,0,0,119
Bangalore,Tier 1,Last-Mile Logistics,8,59,1137.0,6822.0,13,1,0.077,0.34,0.411,0.352,0.348,0.583,0.24,0.241,1,0,0,110
Bhopal,Tier 3,Last-Mile Logistics,3,83,908.0,5448.0,4,4,1.0,0.459,0.669,0.583,0.487,0.598,0.321,0.299,0,0,0,71
Ahmedabad,Tier 2,Domestic Worker,7,100,663.0,3978.0,9,0,0.0,0.46,0.541,0.48,0.514,0.23,0.294,0.215,1,0,0,82
Muzaffarpur,Tier 4,Delivery Partner,1,61,1117.0,6702.0,16,1,0.062,0.599,0.406,0.586,0.561,0.269,0.153,0.342,0,0,1,51
Agra,Tier 3,Gig Driver,7,78,716.0,4296.0,3,7,2.333,0.407,0.506,0.636,0.368,0.373,0.03,0.136,1,0,0,65
Gorakhpur,Tier 4,Last-Mile Logistics,6,82,951.0,5706.0,8,1,0.125,0.693,0.327,0.61,0.681,0.342,0.338,0.243,1,1,0,67
Agra,Tier 3,Delivery Partner,2,79,553.0,3318.0,23,7,0.304,0.563,0.5,0.546,0.574,0.599,0.012,0.077,0,0,0,59
Kolkata,Tier 1,Grocery Rider,7,69,1057.0,6342.0,1,1,1.0,0.411,0.584,0.474,0.402,0.144,0.023,0.306,1,0,0,110
Indore,Tier 3,Construction Worker,5,83,672.0,4032.0,10,7,0.7,0.495,0.69,0.416,0.523,0.255,0.016,0.273,0,1,0,64
Coimbatore,Tier 3,Domestic Worker,5,86,966.0,5796.0,10,2,0.2,0.534,0.644,0.545,0.509,0.467,0.236,0.054,0,1,0,72
Pune,Tier 2,Grocery Rider,2,73,1095.0,6570.0,23,4,0.174,0.471,0.461,0.427,0.465,0.325,0.358,0.286,0,0,0,82
Chennai,Tier 1,Gig Driver,9,75,1197.0,7182.0,0,0,0.0,0.349,0.596,0.442,0.349,0.286,0.29,0.2,1,0,0,120
Patna,Tier 3,Delivery Partner,1,92,1022.0,6132.0,5,7,1.4,0.468,0.487,0.473,0.472,0.271,0.227,0.066,0,0,1,54
Coimbatore,Tier 3,Construction Worker,7,44,828.0,4968.0,21,7,0.333,0.506,0.521,0.626,0.474,0.441,0.37,0.212,1,0,0,85
Lucknow,Tier 2,Domestic Worker,10,34,406.0,2436.0,11,6,0.545,0.361,0.442,0.467,0.419,0.143,0.131,0.183,0,0,1,53
Lucknow,Tier 2,Delivery Partner,3,90,755.0,4530.0,4,0,0.0,0.257,0.528,0.521,0.283,0.391,0.065,0.116,0,0,0,58
Pune,Tier 2,Delivery Partner,1,67,1143.0,6858.0,22,3,0.136,0.38,0.398,0.367,0.38,0.412,0.176,0.168,0,0,1,65
Mumbai,Tier 1,Grocery Rider,8,53,463.0,2778.0,20,2,0.1,0.206,0.463,0.273,0.219,0.486,0.287,0.233,1,0,0,84
Ahmedabad,Tier 2,Gig Driver,11,66,1108.0,6648.0,17,3,0.176,0.35,0.45,0.401,0.325,0.588,0.055,0.152,0,0,1,75
Bangalore,Tier 1,Last-Mile Logistics,8,65,522.0,3132.0,4,7,1.75,0.211,0.473,0.467,0.224,0.162,0.258,0.349,1,0,0,80
Indore,Tier 3,Delivery Partner,2,62,1177.0,7062.0,5,2,0.4,0.445,0.578,0.46,0.494,0.591,0.326,0.144,0,0,0,67
Coimbatore,Tier 3,Gig Driver,8,54,1113.0,6678.0,0,7,7.0,0.629,0.555,0.564,0.583,0.317,0.253,0.166,1,0,0,90
Gorakhpur,Tier 4,Grocery Rider,4,74,1176.0,7056.0,9,6,0.667,0.63,0.337,0.517,0.667,0.395,0.272,0.255,0,1,0,63
Delhi,Tier 1,Last-Mile Logistics,1,80,1116.0,6696.0,3,6,2.0,0.371,0.503,0.34,0.408,0.471,0.243,0.137,0,0,1,87
Indore,Tier 3,Gig Driver,12,73,1032.0,6192.0,18,8,0.444,0.454,0.536,0.619,0.414,0.356,0.193,0.275,0,0,1,66
Lucknow,Tier 2,Delivery Partner,8,60,1141.0,6846.0,12,7,0.583,0.393,0.376,0.348,0.454,0.198,0.244,0.176,1,0,0,77
Agra,Tier 3,Domestic Worker,12,75,878.0,5268.0,19,7,0.368,0.403,0.67,0.511,0.456,0.348,0.278,0.071,0,0,1,63
Ahmedabad,Tier 2,Construction Worker,1,62,681.0,4086.0,16,0,0.0,0.28,0.387,0.346,0.285,0.546,0.147,0.267,0,0,1,61
Indore,Tier 3,Domestic Worker,6,74,786.0,4716.0,17,1,0.059,0.644,0.662,0.514,0.657,0.197,0.225,0.072,1,1,0,80
Jaipur,Tier 2,Construction Worker,7,57,975.0,5850.0,15,1,0.067,0.373,0.538,0.429,0.344,0.468,0.333,0.321,1,0,0,98
Bhopal,Tier 3,Domestic Worker,11,90,1002.0,6012.0,11,7,0.636,0.439,0.491,0.418,0.427,0.337,0.399,0.179,0,0,1,55
