city_tier,month_of_year,hour_of_day,day_of_week,is_monsoon,is_heat_season,rainfall_score,aqi_score,heat_score,order_drop_score,social_score,prev_rainfall,prev_aqi,prev_heat,hist_avg_rainfall,hist_avg_aqi,current_dcs,prev_dcs,hist_avg_dcs,dcs_trend,forecast_dcs,disruption_probability
Tier 1,6,2,3,1,1,0.4004,0.4282,0.4121,0.1661,0.1042,0.3711,0.3771,0.4049,0.322,0.552,45,41,46,4,49,0.203
Tier 3,4,20,1,0,1,0.4638,0.5068,0.6291,0.2888,0.1017,0.4763,0.493,0.6725,0.48,0.52,56,53,49,3,51,0.659
Tier 4,6,21,1,1,1,0.7256,0.3214,0.7105,0.3775,0.1547,0.7638,0.3355,0.6515,0.598,0.322,77,76,70,1,83,0.926
Tier 3,10,9,1,0,0,0.3912,0.4407,0.5987,0.2531,0.2195,0.4362,0.4717,0.6047,0.48,0.52,52,50,49,2,49,0.561
Tier 1,4,10,1,0,1,0.2645,0.4713,0.5829,0.1512,0.1012,0.2817,0.4911,0.5946,0.28,0.48,36,37,32,-1,34,0.214
Tier 2,6,1,0,1,1,0.5744,0.4924,0.4698,0.1602,0.1597,0.6197,0.4843,0.4402,0.3795,0.483,59,59,52,0,69,0.667
Tier 3,10,15,1,0,0,0.5343,0.5148,0.4801,0.334,0.3114,0.5165,0.4797,0.4405,0.48,0.52,54,56,49,-2,58,0.571
Tier 3,5,20,6,0,1,0.5734,0.5916,0.5378,0.3751,0.107,0.5798,0.5582,0.5223,0.48,0.52,63,56,49,7,68,0.767
Tier 3,10,8,6,0,0,0.4157,0.4351,0.4534,0.3113,0.1727,0.4546,0.4401,0.4536,0.48,0.52,49,47,49,2,49,0.262
Tier 1,10,21,3,0,0,0.3347,0.523,0.4016,0.2297,0.2049,0.313,0.5564,0.3464,0.28,0.48,38,38,32,0,38,0.24
Tier 4,9,10,5,1,0,0.7681,0.2552,0.4547,0.3822,0.2028,0.7946,0.235,0.4175,0.598,0.322,69,69,70,0,80,0.856
Tier 3,5,8,3,0,1,0.588,0.5117,0.4943,0.3359,0.1793,0.5812,0.5041,0.4869,0.48,0.52,60,55,49,5,66,0.692
Tier 4,6,0,5,1,1,0.8237,0.3306,0.7293,0.3667,0.28,0.8394,0.3157,0.7441,0.598,0.322,84,86,70,-2,98,0.936
Tier 1,9,23,3,1,0,0.5138,0.5794,0.1896,0.0698,0.2037,0.4879,0.5839,0.2596,0.322,0.552,48,55,46,-7,57,0.258
Tier 1,11,14,5,0,0,0.2835,0.5694,0.3043,0.1221,0.0719,0.2666,0.5436,0.2768,0.28,0.48,33,36,32,-3,32,0.146
Tier 2,6,5,5,1,1,0.495,0.2956,0.5528,0.179,0.2283,0.4398,0.2719,0.549,0.3795,0.483,53,51,52,2,51,0.551
Tier 1,3,2,1,0,0,0.1943,0.5274,0.2812,0.1738,0.0897,0.199,0.5211,0.2423,0.28,0.48,30,28,32,2,30,0.152
Tier 1,4,11,3,0,1,0.2176,0.6244,0.5695,0.3266,0.0794,0.1842,0.6567,0.6139,0.28,0.48,41,41,32,0,41,0.218
Tier 4,2,9,3,0,0,0.4804,0.1981,0.5045,0.1552,0.1838,0.4633,0.2105,0.5264,0.52,0.28,44,41,49,3,41,0.176
Tier 2,8,11,6,1,0,0.5327,0.3675,0.2986,0.2547,0.0552,0.5599,0.3158,0.287,0.3795,0.483,49,48,52,1,61,0.22
Tier 2,6,2,0,1,1,0.5205,0.4998,0.6196,0.1379,0.219,0.5701,0.5069,0.616,0.3795,0.483,62,63,52,-1,74,0.735
Tier 4,7,10,5,1,0,0.7461,0.3075,0.6711,0.4218,0.2528,0.6606,0.3232,0.7344,0.598,0.322,79,78,70,1,91,0.909
Tier 3,7,8,5,1,0,0.6206,0.6102,0.4302,0.2461,0.0671,0.6564,0.6337,0.4306,0.552,0.598,74,71,71,3,88,0.876
Tier 3,3,1,4,0,0,0.3771,0.5093,0.4015,0.2898,0.1704,0.361,0.5512,0.3621,0.48,0.52,44,42,49,2,39,0.224
Tier 1,9,14,3,1,0,0.4252,0.5052,0.2616,0.121,0.137,0.4233,0.4577,0.2236,0.322,0.552,44,45,46,-1,46,0.212
Tier 2,2,1,3,0,0,0.275,0.459,0.3188,0.2947,0.1269,0.2486,0.4806,0.3202,0.33,0.42,35,34,36,1,34,0.159
Tier 4,5,1,4,0,1,0.5223,0.2747,0.7508,0.2384,0.3168,0.5505,0.2808,0.6935,0.52,0.28,53,52,49,1,60,0.56
Tier 2,12,18,3,0,0,0.3647,0.3322,0.3827,0.2857,0.2271,0.3145,0.3181,0.369,0.33,0.42,40,34,36,6,46,0.167
Tier 1,11,3,5,0,0,0.3055,0.4977,0.339,0.26,0.1224,0.22,0.4403,0.2963,0.28,0.48,35,30,32,5,32,0.12
Tier 4,3,15,4,0,0,0.4235,0.1529,0.4268,0.4095,0.2038,0.3854,0.0762,0.3862,0.52,0.28,40,40,49,0,37,0.192
Tier 1,6,2,2,1,1,0.3737,0.4334,0.5033,0.1395,0.1974,0.4219,0.4153,0.4927,0.322,0.552,47,51,46,-4,50,0.241
Tier 1,9,22,5,1,0,0.4889,0.479,0.2557,0.1559,0.0138,0.5179,0.4737,0.2868,0.322,0.552,45,46,46,-1,51,0.178
Tier 2,2,1,1,0,0,0.2996,0.3962,0.2937,0.2044,0.1735,0.2809,0.3276,0.3246,0.33,0.42,33,30,36,3,36,0.177
Tier 1,6,0,4,1,1,0.4315,0.4087,0.528,0.2338,0.0696,0.3811,0.4241,0.5517,0.322,0.552,50,48,46,2,53,0.514
Tier 4,9,4,1,1,0,0.6908,0.2957,0.5417,0.4187,0.1948,0.6452,0.293,0.6092,0.598,0.322,71,68,70,3,81,0.889
Tier 4,4,10,6,0,1,0.5075,0.2653,0.7303,0.3475,0.2692,0.4084,0.2441,0.6977,0.52,0.28,53,47,49,6,58,0.546
Tier 4,1,0,0,0,0,0.5124,0.2862,0.5808,0.3886,0.2397,0.6047,0.2579,0.5264,0.52,0.28,51,54,49,-3,55,0.561
Tier 2,5,15,3,0,1,0.298,0.4551,0.5684,0.1821,0.2508,0.3765,0.4142,0.5765,0.33,0.42,41,46,36,-5,39,0.155
Tier 3,1,20,1,0,0,0.52,0.5252,0.4576,0.186,0.1441,0.5408,0.5235,0.5053,0.48,0.52,53,51,49,2,57,0.569
Tier 1,4,6,6,0,1,0.2221,0.4044,0.5409,0.1088,0.0224,0.2263,0.3936,0.5335,0.28,0.48,31,32,32,-1,30,0.158
Tier 3,6,5,3,1,1,0.7406,0.4729,0.6165,0.2868,0.094,0.6683,0.472,0.67,0.552,0.598,74,72,71,2,88,0.896
Tier 2,8,0,1,1,0,0.5766,0.58,0.3454,0.2094,0.1638,0.6363,0.5754,0.3745,0.3795,0.483,60,63,52,-3,69,0.682
Tier 4,5,23,3,0,1,0.7039,0.1875,0.5832,0.3647,0.2322,0.721,0.1526,0.5422,0.52,0.28,54,58,49,-4,56,0.585
Tier 1,9,3,1,1,0,0.4493,0.3885,0.2431,0.2346,0.0638,0.499,0.387,0.1884,0.322,0.552,42,43,46,-1,43,0.244
Tier 4,4,12,6,0,1,0.4426,0.253,0.605,0.2786,0.1916,0.4083,0.2421,0.6305,0.52,0.28,45,43,49,2,44,0.202
Tier 3,12,3,2,0,0,0.5897,0.4955,0.4718,0.1418,0.1103,0.4985,0.5072,0.4686,0.48,0.52,49,47,49,2,57,0.238
Tier 1,6,18,6,1,1,0.4851,0.5147,0.4223,0.1237,0.1924,0.4129,0.5347,0.436,0.322,0.552,57,49,46,8,58,0.647
Tier 2,5,16,6,0,1,0.3511,0.4181,0.5413,0.2596,0.1768,0.4125,0.4599,0.542,0.33,0.42,41,45,36,-4,39,0.179
Tier 3,10,14,5,0,0,0.4897,0.3961,0.5443,0.301,0.1704,0.4729,0.4223,0.6178,0.48,0.52,48,56,49,-8,48,0.216
Tier 1,10,17,6,0,0,0.3093,0.5034,0.2716,0.1555,0.0743,0.3133,0.4922,0.2824,0.28,0.48,35,33,32,2,34,0.154
Tier 1,6,18,6,1,1,0.6067,0.4383,0.4467,0.2158,0.2737,0.6227,0.4126,0.3812,0.322,0.552,64,55,46,9,76,0.737
Tier 3,4,23,4,0,1,0.4933,0.4412,0.5745,0.3179,0.1351,0.5457,0.4178,0.6189,0.48,0.52,50,59,49,-9,55,0.5
Tier 2,8,18,6,1,0,0.492,0.4022,0.3558,0.3041,0.2191,0.5443,0.3503,0.3634,0.3795,0.483,59,53,52,6,60,0.695
Tier 1,3,0,6,0,0,0.2499,0.3746,0.3731,0.2377,0.1084,0.1654,0.4047,0.3436,0.28,0.48,30,28,32,2,26,0.165
Tier 1,10,20,6,0,0,0.2307,0.47,0.3506,0.31,0.0955,0.2643,0.4231,0.4184,0.28,0.48,36,34,32,2,35,0.157
Tier 1,4,23,3,0,1,0.3449,0.4403,0.5198,0.2441,0.1347,0.3732,0.5415,0.5365,0.28,0.48,39,47,32,-8,40,0.265
Tier 3,9,20,0,1,0,0.67,0.4653,0.5498,0.1982,0.1955,0.6822,0.461,0.5478,0.552,0.598,75,67,71,8,88,0.839
Tier 1,4,22,6,0,1,0.2748,0.4612,0.3505,0.2815,0.0382,0.2968,0.4425,0.3167,0.28,0.48,33,32,32,1,30,0.141
Tier 1,6,12,5,1,1,0.4192,0.5403,0.4704,0.1764,0.0465,0.4821,0.5368,0.3946,0.322,0.552,51,51,46,0,56,0.551
Tier 1,9,5,1,1,0,0.5354,0.4523,0.3132,0.1949,0.1536,0.4939,0.4561,0.3879,0.322,0.552,50,50,46,0,68,0.493
Tier 1,2,21,4,0,0,0.1877,0.4766,0.4204,0.2434,0.0412,0.2043,0.4695,0.4529,0.28,0.48,32,32,32,0,35,0.082
Tier 4,3,16,4,0,0,0.5556,0.3591,0.4266,0.3068,0.1964,0.5263,0.3269,0.4116,0.52,0.28,49,48,49,1,58,0.275
Tier 2,1,0,3,0,0,0.4399,0.5419,0.39,0.3059,0.1654,0.4313,0.5399,0.4305,0.33,0.42,45,47,36,-2,41,0.21
Tier 1,1,12,6,0,0,0.1688,0.5017,0.3376,0.1173,0.1284,0.1871,0.4423,0.3247,0.28,0.48,29,28,32,1,27,0.15
Tier 4,9,13,4,1,0,0.7184,0.3213,0.5761,0.4259,0.2012,0.7394,0.3549,0.5714,0.598,0.322,74,83,70,-9,83,0.879
Tier 3,9,0,5,1,0,0.6932,0.5087,0.4905,0.1869,0.1695,0.6028,0.4669,0.487,0.552,0.598,69,65,71,4,80,0.869
Tier 4,6,5,1,1,1,0.705,0.3583,0.6036,0.3065,0.284,0.6912,0.4359,0.6312,0.598,0.322,74,78,70,-4,88,0.875
Tier 4,6,16,2,1,1,0.7629,0.2582,0.6834,0.2836,0.1168,0.769,0.2464,0.6476,0.598,0.322,73,68,70,5,85,0.892
Tier 3,11,14,2,0,0,0.4438,0.5328,0.5409,0.2962,0.1534,0.5291,0.5073,0.4845,0.48,0.52,50,56,49,-6,50,0.484
Tier 4,4,13,6,0,1,0.5101,0.2281,0.7185,0.3586,0.2035,0.5041,0.2272,0.661,0.52,0.28,51,56,49,-5,57,0.518
Tier 4,9,20,0,1,0,0.6602,0.3836,0.6091,0.3737,0.2692,0.7094,0.4247,0.5749,0.598,0.322,82,78,70,4,93,0.923
Tier 2,4,13,0,0,1,0.3686,0.4348,0.3738,0.2904,0.1903,0.4514,0.4157,0.3001,0.33,0.42,39,44,36,-5,35,0.236
Tier 3,4,0,0,0,1,0.4404,0.5139,0.6152,0.4465,0.1256,0.4637,0.4659,0.629,0.48,0.52,53,53,49,0,53,0.568
Tier 4,6,14,0,1,1,0.6365,0.2768,0.6518,0.3998,0.1659,0.6827,0.3155,0.5968,0.598,0.322,70,79,70,-9,84,0.879
Tier 2,9,6,6,1,0,0.5425,0.4859,0.3951,0.1086,0.1103,0.5786,0.5171,0.3051,0.3795,0.483,54,54,52,0,66,0.6
Tier 1,10,17,0,0,0,0.4037,0.4774,0.3383,0.1236,0.0619,0.3905,0.5114,0.3084,0.28,0.48,38,35,32,3,37,0.207
Tier 3,4,7,0,0,1,0.4954,0.5791,0.5854,0.252,0.1222,0.4958,0.5743,0.6197,0.48,0.52,58,54,49,4,55,0.672
Tier 1,11,23,5,0,0,0.3888,0.3993,0.2097,0.2182,0.0491,0.3335,0.4206,0.1695,0.28,0.48,31,33,32,-2,28,0.13
Tier 4,6,22,0,1,1,0.7329,0.1845,0.5219,0.2568,0.2882,0.6959,0.1272,0.5184,0.598,0.322,66,64,70,2,74,0.795
Tier 4,3,8,1,0,0,0.4722,0.2254,0.5526,0.3298,0.1532,0.4188,0.3174,0.5822,0.52,0.28,49,46,49,3,43,0.241
Tier 3,5,1,2,0,1,0.4652,0.5309,0.5735,0.2877,0.0751,0.4501,0.5843,0.6145,0.48,0.52,50,51,49,-1,41,0.519
Tier 4,10,11,0,0,0,0.5367,0.3031,0.6214,0.3592,0.2337,0.4808,0.3681,0.6149,0.52,0.28,53,52,49,1,65,0.624
Tier 4,11,10,6,0,0,0.4618,0.3505,0.5401,0.4093,0.2366,0.4864,0.4034,0.4702,0.52,0.28,50,51,49,-1,46,0.5
Tier 4,10,0,2,0,0,0.4595,0.2451,0.436,0.3144,0.2507,0.4941,0.2143,0.4891,0.52,0.28,43,46,49,-3,35,0.224
Tier 4,11,10,1,0,0,0.5567,0.1769,0.6649,0.3118,0.2526,0.5937,0.1809,0.7203,0.52,0.28,50,54,49,-4,56,0.527
Tier 3,8,14,6,1,0,0.582,0.5839,0.5824,0.357,0.2063,0.6436,0.5982,0.5296,0.552,0.598,73,82,71,-9,83,0.897
Tier 3,9,7,6,1,0,0.6597,0.5331,0.5703,0.2928,0.2177,0.5719,0.5382,0.6137,0.552,0.598,81,73,71,8,92,0.912
Tier 2,12,18,4,0,0,0.2896,0.4707,0.34,0.2609,0.1425,0.2902,0.5108,0.3624,0.33,0.42,39,37,36,2,41,0.205
Tier 2,6,22,6,1,1,0.5748,0.4249,0.4884,0.2413,0.1043,0.5924,0.2942,0.4723,0.3795,0.483,58,53,52,5,70,0.647
Tier 2,5,8,4,0,1,0.3296,0.3869,0.5883,0.2528,0.1579,0.3321,0.4881,0.582,0.33,0.42,44,42,36,2,44,0.269
Tier 2,9,2,3,1,0,0.4791,0.4029,0.3584,0.2126,0.0339,0.5114,0.4505,0.2823,0.3795,0.483,48,52,52,-4,41,0.175
Tier 4,10,16,5,0,0,0.512,0.359,0.5374,0.3513,0.2544,0.4797,0.4101,0.5332,0.52,0.28,51,50,49,1,58,0.511
Tier 3,7,12,6,1,0,0.6564,0.5322,0.5015,0.2062,0.2534,0.6512,0.549,0.5054,0.552,0.598,70,71,71,-1,81,0.902
Tier 2,9,4,2,1,0,0.3807,0.4692,0.3698,0.2653,0.2387,0.4136,0.4714,0.3583,0.3795,0.483,51,54,52,-3,54,0.515
Tier 2,11,0,6,0,0,0.2762,0.303,0.4713,0.1732,0.1286,0.272,0.3603,0.4406,0.33,0.42,32,33,36,-1,25,0.116
Tier 1,11,18,0,0,0,0.2371,0.4946,0.327,0.1729,0.1391,0.2028,0.4878,0.3224,0.28,0.48,35,31,32,4,26,0.212
Tier 3,10,8,1,0,0,0.528,0.5685,0.4858,0.36,0.1531,0.5437,0.5714,0.4765,0.48,0.52,59,54,49,5,63,0.727
Tier 1,5,3,3,0,1,0.4529,0.5112,0.52,0.1951,0.1273,0.4746,0.5526,0.5815,0.28,0.48,43,47,32,-4,41,0.219
Tier 2,8,12,6,1,0,0.5052,0.3955,0.417,0.2582,0.1739,0.487,0.2874,0.3452,0.3795,0.483,54,47,52,7,63,0.559
Tier 2,9,8,3,1,0,0.5478,0.4135,0.3514,0.1231,0.0894,0.5851,0.375,0.378,0.3795,0.483,55,52,52,3,64,0.63
Tier 4,5,2,4,0,1,0.594,0.2413,0.5727,0.4253,0.255,0.61,0.2779,0.5253,0.52,0.28,53,54,49,-1,60,0.584
Tier 4,1,6,2,0,0,0.5786,0.3159,0.535,0.367,0.242,0.5536,0.3011,0.5511,0.52,0.28,53,52,49,1,55,0.51
Tier 2,9,11,4,1,0,0.4543,0.3876,0.3532,0.203,0.0677,0.3818,0.3927,0.3583,0.3795,0.483,47,45,52,2,51,0.238
Tier 2,7,14,4,1,0,0.5826,0.5054,0.3394,0.2662,0.1025,0.5913,0.5482,0.3285,0.3795,0.483,58,64,52,-6,66,0.628
Tier 2,10,8,1,0,0,0.4024,0.4519,0.3368,0.1609,0.0851,0.3736,0.498,0.3324,0.33,0.42,40,38,36,2,36,0.228
Tier 2,4,20,4,0,1,0.2298,0.4313,0.4573,0.0891,0.1329,0.2632,0.4399,0.461,0.33,0.42,36,32,36,4,33,0.199
Tier 4,8,1,6,1,0,0.6565,0.3298,0.4894,0.332,0.2517,0.6089,0.3627,0.4353,0.598,0.322,68,66,70,2,78,0.768
Tier 4,6,17,6,1,1,0.6846,0.2674,0.7629,0.3478,0.1808,0.7179,0.2472,0.8042,0.598,0.322,82,76,70,6,95,0.918
Tier 2,11,5,3,0,0,0.3837,0.4091,0.4161,0.3352,0.1503,0.3678,0.4708,0.4428,0.33,0.42,40,42,36,-2,34,0.216
Tier 3,12,5,5,0,0,0.5488,0.5843,0.426,0.2056,0.1938,0.577,0.5412,0.4381,0.48,0.52,51,51,49,0,55,0.515
Tier 1,3,6,3,0,0,0.3319,0.5263,0.3484,0.2418,0.1245,0.3898,0.4578,0.3461,0.28,0.48,37,37,32,0,36,0.191
Tier 1,2,12,2,0,0,0.3295,0.409,0.4575,0.1565,0.1172,0.3212,0.4122,0.4361,0.28,0.48,34,34,32,0,24,0.16
Tier 1,1,22,5,0,0,0.258,0.6193,0.3716,0.27,0.1335,0.2613,0.6338,0.4165,0.28,0.48,38,40,32,-2,39,0.218
Tier 1,8,7,2,1,0,0.4288,0.5034,0.3609,0.1735,0.0457,0.4106,0.4908,0.3187,0.322,0.552,52,44,46,8,56,0.55
Tier 1,8,21,3,1,0,0.4959,0.4568,0.3049,0.1303,0.1303,0.4416,0.4602,0.2795,0.322,0.552,47,46,46,1,49,0.202
Tier 3,5,14,5,0,1,0.3982,0.5497,0.7379,0.3045,0.1905,0.4058,0.5539,0.7461,0.48,0.52,54,59,49,-5,52,0.625
Tier 2,5,9,5,0,1,0.3766,0.346,0.5147,0.2637,0.231,0.4483,0.3376,0.5477,0.33,0.42,44,43,36,1,42,0.222
Tier 3,2,1,3,0,0,0.5505,0.4357,0.5081,0.3724,0.2659,0.5733,0.4054,0.5392,0.48,0.52,53,54,49,-1,60,0.554
Tier 3,8,9,5,1,0,0.6432,0.5011,0.4877,0.2249,0.1151,0.6076,0.5142,0.4291,0.552,0.598,73,62,71,11,80,0.894
Tier 4,11,7,2,0,0,0.5753,0.1937,0.4336,0.312,0.2777,0.5745,0.1934,0.4218,0.52,0.28,50,47,49,3,64,0.496
Tier 3,4,14,0,0,1,0.5716,0.58,0.646,0.1474,0.1573,0.558,0.5943,0.6381,0.48,0.52,56,62,49,-6,65,0.559
Tier 3,7,0,4,1,0,0.6631,0.5579,0.5599,0.2548,0.1671,0.6669,0.5843,0.4984,0.552,0.598,73,71,71,2,81,0.964
Tier 1,4,2,4,0,1,0.2282,0.4689,0.4921,0.0521,0.2719,0.2124,0.4354,0.4455,0.28,0.48,34,31,32,3,28,0.129
Tier 2,4,10,6,0,1,0.3933,0.3807,0.4267,0.2111,0.1159,0.4713,0.3598,0.4144,0.33,0.42,38,39,36,-1,37,0.159
Tier 4,3,20,3,0,0,0.5056,0.3044,0.5883,0.3148,0.1841,0.5673,0.2823,0.586,0.52,0.28,54,52,49,2,59,0.575
Tier 4,4,1,3,0,1,0.4756,0.307,0.6146,0.3967,0.2209,0.485,0.3762,0.5566,0.52,0.28,51,52,49,-1,47,0.549
Tier 4,7,23,2,1,0,0.6873,0.2975,0.5126,0.3597,0.2244,0.686,0.2786,0.486,0.598,0.322,69,74,70,-5,77,0.89
Tier 2,3,9,0,0,0,0.3022,0.5133,0.5294,0.3033,0.22,0.3348,0.5049,0.4534,0.33,0.42,47,41,36,6,48,0.243
Tier 2,10,17,2,0,0,0.2904,0.3093,0.5191,0.252,0.1945,0.269,0.3037,0.5053,0.33,0.42,39,35,36,4,33,0.194
Tier 1,1,21,5,0,0,0.3017,0.473,0.3797,0.0759,0.213,0.2468,0.4278,0.3617,0.28,0.48,33,30,32,3,31,0.168
Tier 2,9,1,1,1,0,0.4449,0.4116,0.3812,0.2939,0.152,0.4602,0.4901,0.3348,0.3795,0.483,51,52,52,-1,58,0.57
Tier 4,9,23,6,1,0,0.8117,0.3128,0.5428,0.3225,0.2662,0.7605,0.2615,0.526,0.598,0.322,76,80,70,-4,85,0.909
Tier 4,4,8,4,0,1,0.5739,0.3551,0.6028,0.3442,0.2335,0.5869,0.3898,0.6356,0.52,0.28,60,58,49,2,68,0.727
Tier 1,9,9,2,1,0,0.4483,0.5228,0.3922,0.1492,0.1079,0.5109,0.5386,0.3887,0.322,0.552,54,53,46,1,51,0.557
Tier 4,5,3,5,0,1,0.5882,0.3112,0.6741,0.4137,0.23,0.5793,0.3446,0.6588,0.52,0.28,57,57,49,0,59,0.614
Tier 4,1,13,6,0,0,0.5184,0.2411,0.4828,0.3408,0.2157,0.4564,0.1402,0.4988,0.52,0.28,46,45,49,1,53,0.243
Tier 4,8,17,3,1,0,0.7019,0.3976,0.5962,0.3261,0.1972,0.6436,0.4466,0.606,0.598,0.322,82,74,70,8,95,0.885
Tier 3,2,0,2,0,0,0.5151,0.5513,0.4788,0.2382,0.2039,0.4816,0.5933,0.4499,0.48,0.52,51,50,49,1,57,0.489
Tier 3,2,0,5,0,0,0.4315,0.6577,0.5307,0.3022,0.2108,0.4437,0.6541,0.5609,0.48,0.52,54,55,49,-1,57,0.604
Tier 2,4,2,1,0,1,0.4244,0.4495,0.4814,0.2932,0.2418,0.3465,0.4454,0.493,0.33,0.42,44,41,36,3,39,0.165
Tier 3,9,17,2,1,0,0.7373,0.6024,0.5616,0.2782,0.1963,0.7801,0.5931,0.5236,0.552,0.598,86,78,71,8,99,0.914
Tier 2,3,18,5,0,0,0.2487,0.4054,0.4043,0.228,0.0959,0.2781,0.4159,0.3208,0.33,0.42,36,33,36,3,32,0.155
Tier 2,8,22,1,1,0,0.4698,0.4324,0.4128,0.2292,0.197,0.4931,0.3521,0.3761,0.3795,0.483,53,51,52,2,47,0.615
Tier 3,2,17,0,0,0,0.4978,0.479,0.4291,0.3178,0.2087,0.5109,0.4715,0.3779,0.48,0.52,54,48,49,6,50,0.598
Tier 3,12,17,1,0,0,0.4557,0.5681,0.4212,0.2808,0.2074,0.4287,0.5826,0.42,0.48,0.52,54,48,49,6,54,0.552
Tier 1,10,4,5,0,0,0.2968,0.429,0.316,0.2186,0.0827,0.1737,0.3753,0.2297,0.28,0.48,32,24,32,8,28,0.141
Tier 2,9,7,4,1,0,0.5433,0.3332,0.4374,0.2245,0.0833,0.5265,0.3279,0.3821,0.3795,0.483,57,50,52,7,68,0.668
Tier 3,5,2,5,0,1,0.639,0.4073,0.6331,0.1994,0.2736,0.6489,0.3794,0.6227,0.48,0.52,55,55,49,0,62,0.645
Tier 3,12,6,5,0,0,0.5373,0.5874,0.4724,0.1448,0.1862,0.5107,0.619,0.4016,0.48,0.52,51,50,49,1,58,0.539
Tier 1,11,5,5,0,0,0.2783,0.46,0.3881,0.2156,0.1413,0.275,0.4644,0.3876,0.28,0.48,34,32,32,2,31,0.114
Tier 3,4,22,1,0,1,0.4734,0.4663,0.6254,0.2902,0.0685,0.4864,0.4484,0.5325,0.48,0.52,50,48,49,2,46,0.486
Tier 1,6,0,2,1,1,0.4892,0.4512,0.454,0.1004,0.0689,0.5646,0.4584,0.4647,0.322,0.552,49,52,46,-3,51,0.271
Tier 3,6,14,4,1,1,0.7519,0.4927,0.6286,0.2659,0.2257,0.7707,0.4891,0.669,0.552,0.598,77,87,71,-10,88,0.895
Tier 4,10,13,1,0,0,0.4607,0.2665,0.5883,0.4157,0.2748,0.4919,0.2748,0.5643,0.52,0.28,49,55,49,-6,44,0.278
Tier 3,1,14,6,0,0,0.4505,0.5584,0.4582,0.313,0.0876,0.5013,0.5138,0.4037,0.48,0.52,49,53,49,-4,46,0.292
Tier 3,11,17,4,0,0,0.5239,0.493,0.4719,0.3444,0.1222,0.5816,0.4753,0.4371,0.48,0.52,55,52,49,3,55,0.597
Tier 1,8,6,3,1,0,0.4137,0.5279,0.4232,0.2123,0.0544,0.4493,0.5259,0.4202,0.322,0.552,50,51,46,-1,52,0.428
Tier 1,3,4,5,0,0,0.2816,0.4717,0.3408,0.0596,0.1307,0.2827,0.4915,0.2756,0.28,0.48,31,28,32,3,29,0.145
Tier 1,1,2,6,0,0,0.2714,0.3965,0.2474,0.0302,0.0193,0.2454,0.3725,0.2447,0.28,0.48,25,24,32,1,24,0.148
Tier 3,9,20,0,1,0,0.749,0.5494,0.4844,0.2152,0.1964,0.734,0.6044,0.488,0.552,0.598,81,76,71,5,90,0.9
Tier 2,11,22,5,0,0,0.4506,0.436,0.4475,0.3102,0.1069,0.4869,0.4227,0.5291,0.33,0.42,43,47,36,-4,44,0.194
Tier 4,9,3,6,1,0,0.8231,0.2257,0.5444,0.3072,0.2716,0.8929,0.2438,0.557,0.598,0.322,73,77,70,-4,82,0.949
Tier 1,7,12,2,1,0,0.5276,0.4592,0.3236,0.355,0.1163,0.5858,0.4361,0.3426,0.322,0.552,53,54,46,-1,66,0.533
Tier 4,8,3,5,1,0,0.6485,0.3211,0.4907,0.3332,0.1119,0.5977,0.3299,0.4814,0.598,0.322,65,63,70,2,75,0.801
Tier 3,12,22,6,0,0,0.4678,0.5559,0.4149,0.3107,0.2483,0.4348,0.5719,0.4291,0.48,0.52,50,50,49,0,52,0.563
Tier 4,10,23,4,0,0,0.5575,0.2988,0.5208,0.2712,0.1344,0.5113,0.3095,0.5131,0.52,0.28,48,51,49,-3,54,0.253
Tier 3,3,8,6,0,0,0.5339,0.5286,0.5019,0.2906,0.2064,0.5331,0.6132,0.525,0.48,0.52,58,55,49,3,62,0.705
Tier 3,6,13,3,1,1,0.5309,0.5234,0.6285,0.31,0.1959,0.5915,0.5273,0.6259,0.552,0.598,69,81,71,-12,82,0.91
Tier 2,11,16,4,0,0,0.317,0.4275,0.4691,0.2516,0.1255,0.3183,0.469,0.5142,0.33,0.42,38,40,36,-2,35,0.188
Tier 3,7,1,0,1,0,0.7598,0.5057,0.4455,0.2311,0.1695,0.7304,0.4712,0.4099,0.552,0.598,71,66,71,5,83,0.841
Tier 1,11,2,6,0,0,0.2379,0.474,0.3889,0.1652,0.0908,0.2344,0.401,0.4153,0.28,0.48,32,31,32,1,37,0.121
Tier 1,8,12,0,1,0,0.3907,0.5224,0.2998,0.1209,0.083,0.366,0.5913,0.3902,0.322,0.552,44,45,46,-1,44,0.199
Tier 1,1,16,1,0,0,0.2335,0.4683,0.2932,0.0988,0.0384,0.2953,0.454,0.2768,0.28,0.48,28,28,32,0,28,0.158
Tier 2,3,1,3,0,0,0.3787,0.3478,0.3068,0.288,0.1896,0.3683,0.3819,0.2587,0.33,0.42,36,34,36,2,35,0.187
Tier 2,2,19,1,0,0,0.2987,0.3732,0.5249,0.2045,0.2233,0.2928,0.3531,0.5815,0.33,0.42,41,39,36,2,42,0.281
Tier 2,9,21,2,1,0,0.4861,0.4483,0.3554,0.1639,0.0823,0.5498,0.3753,0.3758,0.3795,0.483,50,51,52,-1,52,0.489
Tier 1,4,3,0,0,1,0.3742,0.5326,0.5033,0.2283,0.035,0.4038,0.5246,0.5177,0.28,0.48,40,41,32,-1,39,0.194
Tier 2,2,15,3,0,0,0.2556,0.4112,0.3812,0.2556,0.0,0.2711,0.3907,0.4136,0.33,0.42,32,36,36,-4,29,0.17
